26.96,
0,
0,
0,
17.20,
0,
0,
15.48,
0,
0,
28.46,
0,
0,
7.32,
0,
0,
1.00,
1.00,
5.64,
20.49,
1.00,
0,
13.15,
15.72,
0,
0,
15.36,
19.50,
1.00,
16.17,
0,
14.85,
0,
0,
7.27,
1,
0,
1.00,
0,
0,
0,
26.67,
24.06,
6.87,
1,
20.99,
15.89,
0,
0,
1.00,
0,
0,
0,
22.70,
0,
0,
0,
28.80,
1,
23.17,
19.32,
1.00,
16.65,
0,
0,
0,
0,
1.00,
0,
0,
22.95,
0,
13.64,
0,
19.24,
0,
10.13,
0,
0,
0,
0,
0,
20.49,
17.36,
0,
4.95,
0,
0,
16.71,
1,
0,
0,
14.59,
0,
0,
17.02,
5.71,
0,
1,
0,
13.75,
0,
0,
21.64,
1.00,
0,
0,
9.11,
1,
0,
26.76,
0,
0,
0,
1.00,
0,
0,
15.64,
0,
0,
1.00,
19.15,
18.18,
0,
22.26,
21.64,
0,
0,
0,
0,
1.00,
0,
5.97,
0,
0,
0,
0,
0,
13.93,
1.00,
15.83,
28.33,
19.20,
10.71,
0,
0,
13.64,
0,
12.86,
1.00,
0,
14.59,
17.20,
0,
0,
20.05,
23.22,
10.47,
20.57,
0,
0,
0,
20.15,
0,
0,
24.55,
0,
18.22,
13.93,
0,
25.30,
0,
0,
1.00,
0,
0,
0,
0,
1,
0,
0,
1.00,
0,
0,
0,
15.72,
0,
22.06,
0,
16.78,
19.26,
0,
6.81,
0,
22.34,
1.00,
20.00,
0,
20.39,
0,
0,
0,
7.32,
19.24,
0,
15.23,
25.02,
1.00,
0,
0,
1.00,
1.00,
1.00,
0,
1,
0,
15.64,
0,
0,
13.61,
18.84,
0,
0,
0,
0,
15.13,
0,
18.18,
0,
0,
0,
0,
22.02,
0,
29.20,
0,
0,
0,
0,
1.00,
0,
0,
0,
1.00,
0,
15.65,
26.59,
17.73,
26.24,
0,
0,
1,
0,
9.33,
0,
0,
1.00,
22.39,
16.55,
0,
24.36,
0,
0,
16.58,
0,
0,
14.85,
17.36,
0,
21.10,
0,
0,
0,
5.74,
1.00,
0,
18.92,
1.00,
16.02,
0,
12.11,
0,
0,
0,
17.02,
0,
0,
0,
0,
0,
0,
0,
26.91,
27.39,
17.24,
0,
0,
0,
0,
22.24,
0,
0,
1.00,
0,
0,
7.27,
0,
1,
26.11,
0,
19.20,
6.34,
14.45,
0,
0,
22.46,
1.00,
0,
10.95,
1.00,
0,
1.00,
0,
29.50,
11.90,
0,
0,
1,
14.07,
0,
11.21,
0,
0,
0,
1.00,
0,
0,
0,
0,
0,
0,
0,
15.32,
1.00,
0,
29.74,
0,
0,
0,
15.62,
1,
0,
1.00,
0,
0,
0,
0,
0,
0,
0,
0,
26.33,
1.00,
0,
0,
0,
0,
0,
0,
20.15,
0,
0,
26.41,
0,
1,
1.00,
16.48,
23.29,
0,
7.27,
0,
0,
0,
0,
0,
9.33,
0,
0,
0,
18.82,
1,
0,
0,
1.00,
18.72,
17.24,
0,
0,
0,
15.32,
0,
7.41,
13.14,
1.00,
1.00,
0,
0,
0,
14.01,
1,
0,
0,
0,
0,
0,
22.06,
